article_id,url,headline,section,topic_tags,published_at,author_id,word_count,language,sponsor_tag
4177,https://cascadetribune.com/housing/2025/05/the-inclusionary-housing-rule-clears-another-hurdle-at-multn-4177,The inclusionary housing rule clears another hurdle at Multnomah County,housing,"[""city_council"", ""tenant_protections""]",2025-05-20T07:56:07,4,851,en,
4178,https://cascadetribune.com/business/2025/05/why-cannabis-retail-is-consolidating-in-portland-4178,Why cannabis retail is consolidating in Portland,business,"[""downtown"", ""homelessness"", ""port_of_portland"", ""small_business""]",2025-05-20T13:42:22,20,828,en,
4179,https://cascadetribune.com/culture/2025/05/why-powell-s-books-is-splitting-from-its-longtime-presenting-4179,Why Powell's Books is splitting from its longtime presenting partner,culture,"[""k12_arts"", ""lit_scene"", ""performing_arts""]",2025-05-20T08:04:13,6,720,en,
4180,https://cascadetribune.com/housing/2025/05/why-mississippi-is-seeing-more-vacant-storefronts-than-tenan-4180,Why Mississippi is seeing more vacant storefronts than tenants,housing,"[""adu"", ""multnomah_county""]",2025-05-20T08:41:44,4,820,en,
4181,https://cascadetribune.com/city_hall/2025/05/records-show-the-contract-was-awarded-without-bids-at-bureau-4181,Records show the contract was awarded without bids at Bureau of Planning,city_hall,"[""ballot_measures"", ""charter_reform""]",2025-05-20T15:16:48,1,1613,en,
4182,https://cascadetribune.com/city_hall/2025/05/multnomah-county-tightens-rules-on-homelessness-contracting--4182,Multnomah County tightens rules on homelessness contracting after a federal compliance deadline,city_hall,"[""city_audit"", ""multnomah_county"", ""public_records""]",2025-05-20T15:33:07,14,1221,en,
4183,https://cascadetribune.com/climate/2025/05/wildfire-season-starts-five-weeks-earlier-than-the-30-year-a-4183,Wildfire season starts five weeks earlier than the 30-year average earlier than expected,climate,"[""oregon_legislature"", ""salmon"", ""wildfires""]",2025-05-20T08:55:25,3,764,en,
4184,https://cascadetribune.com/opinion/2025/05/portland-needs-a-property-tax-reform-that-holds-up-4184,Portland needs a property-tax reform that holds up,opinion,"[""city_council"", ""ranked_choice_voting""]",2025-05-20T17:48:30,14,1012,en,
4185,https://cascadetribune.com/city_hall/2025/05/records-show-officials-knew-about-the-leak-in-march-at-portl-4185,Records show officials knew about the leak in March at Portland Bureau of Transportation,city_hall,"[""charter_reform"", ""clackamas_county"", ""public_safety"", ""ranked_choice_voting""]",2025-05-21T12:28:17,10,1644,en,
4186,https://cascadetribune.com/food_drink/2025/05/beast-closes-in-st-johns-after-rising-service-costs-4186,Beast closes in St Johns after rising service costs,food_drink,"[""coffee_culture"", ""craft_beer"", ""farmers_markets"", ""wine_country""]",2025-05-21T08:49:29,14,627,en,
4187,https://cascadetribune.com/food_drink/2025/05/breakside-satellite-opens-in-northeast-portland-4187,Breakside satellite opens in Northeast Portland,food_drink,"[""new_restaurants"", ""openings_closings"", ""wine_country""]",2025-05-21T17:28:58,19,558,en,
4188,https://cascadetribune.com/housing/2025/05/portland-s-supportive-housing-waitlist-hits-a-new-low-4188,Portland's supportive housing waitlist hits a new low,housing,"[""joint_office"", ""rent_stabilization""]",2025-05-21T19:38:08,7,1027,en,
4189,https://cascadetribune.com/culture/2025/05/local-performance-art-five-works-to-watch-4189,Local performance art: five works to watch,culture,"[""indie_music"", ""museums""]",2025-05-21T08:30:21,8,693,en,
4190,https://cascadetribune.com/city_hall/2025/05/bureau-of-planning-budget-would-expand-office-leases-4190,Bureau of Planning budget would expand office leases,city_hall,"[""charter_reform"", ""city_council"", ""oregon_legislature""]",2025-05-21T11:19:26,6,937,en,
4191,https://cascadetribune.com/housing/2025/05/rent-in-belmont-a-five-year-squeeze-finally-easing-4191,Rent in Belmont: a five-year squeeze finally easing,housing,"[""housing_authority"", ""tenant_protections""]",2025-05-21T10:41:34,4,1254,en,
4192,https://cascadetribune.com/business/2025/05/office-occupancy-returns-as-growing-council-split-4192,Office occupancy returns as growing council split,business,"[""homelessness"", ""layoffs"", ""small_business""]",2025-05-21T20:59:28,11,875,en,
4193,https://cascadetribune.com/business/2025/05/why-outdoor-apparel-is-betting-on-co-op-ownership-in-portlan-4193,Why outdoor apparel is betting on co-op ownership in Portland,business,"[""downtown"", ""homelessness"", ""openings_closings"", ""port_of_portland""]",2025-05-21T10:18:30,11,860,en,
4194,https://cascadetribune.com/opinion/2025/05/portland-needs-an-honest-conversation-about-deflection-4194,Portland needs an honest conversation about deflection,opinion,"[""measure_110"", ""ranked_choice_voting""]",2025-05-21T09:02:37,15,825,en,
4195,https://cascadetribune.com/climate/2025/05/wildfire-season-follows-the-third-driest-spring-on-record-ea-4195,Wildfire season follows the third-driest spring on record earlier than expected,climate,"[""climate_resilience"", ""decarbonization""]",2025-05-22T08:32:17,21,1466,en,
4196,https://cascadetribune.com/food_drink/2025/05/inside-the-cooperative-bakery-reshaping-cully-s-food-scene-4196,Inside the cooperative bakery reshaping Cully's food scene,food_drink,"[""craft_beer"", ""farmers_markets"", ""new_restaurants"", ""openings_closings""]",2025-05-22T14:24:33,19,804,en,
4197,https://cascadetribune.com/city_hall/2025/05/city-council-delays-vote-on-ranked-choice-ballot-design-4197,City Council delays vote on ranked-choice ballot design,city_hall,"[""city_audit"", ""ethics_commission"", ""washington_county""]",2025-05-22T11:13:43,16,1494,en,
4198,https://cascadetribune.com/transportation/2025/05/suspends-could-kill-the-east-portland-night-service-in-north-4198,Suspends could kill the East Portland night service in North Portland,transportation,"[""downtown"", ""freight"", ""max_light_rail"", ""vision_zero""]",2025-05-22T08:01:04,13,1036,en,
4199,https://cascadetribune.com/culture/2025/05/stephen-malkmus-returns-to-doug-fir-with-a-stripped-down-new-4199,Stephen Malkmus returns to Doug Fir with a stripped-down new record,culture,"[""indie_music"", ""k12_arts"", ""performing_arts""]",2025-05-22T13:48:01,6,939,en,
4200,https://cascadetribune.com/business/2025/05/why-hospitality-is-raising-wages-faster-than-the-metro-avera-4200,Why hospitality is raising wages faster than the metro average in Portland,business,"[""downtown"", ""homelessness"", ""port_of_portland"", ""small_business""]",2025-05-22T15:13:45,18,740,en,
4201,https://cascadetribune.com/transportation/2025/05/trimet-suspends-downtown-transfer-rules-4201,TriMet suspends downtown transfer rules,transportation,"[""downtown"", ""trimet""]",2025-05-22T16:04:03,3,1094,en,
4202,https://cascadetribune.com/climate/2025/05/wildfire-season-is-the-longest-of-the-decade-so-far-earlier--4202,Wildfire season is the longest of the decade so far earlier than expected,climate,"[""decarbonization"", ""fire_season"", ""oregon_legislature"", ""wildfires""]",2025-05-22T08:13:31,9,769,en,
4203,https://cascadetribune.com/housing/2025/05/rent-in-cully-what-concessions-are-now-standard-4203,Rent in Cully: what concessions are now standard,housing,"[""homelessness"", ""housing_authority"", ""zoning""]",2025-05-22T09:36:13,2,848,en,
4204,https://cascadetribune.com/food_drink/2025/05/castagna-closes-in-hawthorne-after-ballot-pressure-4204,Castagna closes in Hawthorne after ballot pressure,food_drink,"[""coffee_culture"", ""new_restaurants""]",2025-05-23T17:07:41,17,624,en,
4205,https://cascadetribune.com/transportation/2025/05/the-naito-parkway-protected-lane-clears-the-first-round-of-c-4205,The Naito Parkway protected lane clears the first round of construction,transportation,"[""bridge_replacement"", ""city_council"", ""downtown"", ""trimet""]",2025-05-23T20:15:39,13,867,en,
4206,https://cascadetribune.com/city_hall/2025/05/portland-bureau-of-transportation-budget-would-cut-park-main-4206,Portland Bureau of Transportation budget would cut park maintenance,city_hall,"[""ballot_measures"", ""city_audit"", ""washington_county""]",2025-05-23T08:06:11,18,1461,en,
4207,https://cascadetribune.com/housing/2025/05/eviction-filings-fall-in-the-pearl-as-growing-council-split-4207,Eviction filings fall in the Pearl as growing council split,housing,"[""joint_office"", ""multnomah_county"", ""rent_stabilization""]",2025-05-23T19:02:04,12,799,en,
4208,https://cascadetribune.com/transportation/2025/05/the-naito-parkway-protected-lane-clears-a-key-council-vote-4208,The Naito Parkway protected lane clears a key council vote,transportation,"[""city_council"", ""parking_reform"", ""trimet""]",2025-05-23T18:13:13,13,899,en,
4209,https://cascadetribune.com/housing/2025/05/portland-s-shelter-capacity-hits-a-six-year-high-4209,Portland's shelter capacity hits a six-year high,housing,"[""encampments"", ""rent_stabilization""]",2025-05-23T13:59:03,7,703,en,
4210,https://cascadetribune.com/business/2025/05/why-hospitality-is-leaving-the-central-city-in-portland-4210,Why hospitality is leaving the central city in Portland,business,"[""downtown"", ""port_of_portland""]",2025-05-23T08:51:13,11,722,en,
4211,https://cascadetribune.com/opinion/2025/05/what-we-re-getting-wrong-about-portland-s-downtown-4211,What we're getting wrong about Portland's downtown,opinion,"[""measure_110"", ""rent_stabilization"", ""trimet""]",2025-05-23T13:52:44,15,881,en,
4212,https://cascadetribune.com/business/2025/05/weekend-foot-traffic-returns-as-rising-service-costs-4212,Weekend foot traffic returns as rising service costs,business,"[""downtown"", ""homelessness""]",2025-05-23T11:33:40,17,541,en,
4213,https://cascadetribune.com/housing/2025/05/eviction-filings-fall-in-east-portland-as-fall-budget-hearin-4213,Eviction filings fall in East Portland as fall budget hearings,housing,"[""city_council"", ""evictions"", ""supportive_housing"", ""tenant_protections""]",2025-05-23T14:18:48,15,1177,en,
4214,https://cascadetribune.com/business/2025/05/weekend-foot-traffic-returns-as-a-public-records-release-4214,Weekend foot traffic returns as a public records release,business,"[""layoffs"", ""small_business""]",2025-05-23T06:53:53,11,719,en,
4215,https://cascadetribune.com/transportation/2025/05/burnside-bridge-replacement-stalls-amid-funding-gap-4215,Burnside Bridge replacement stalls amid funding gap,transportation,"[""city_council"", ""ev_charging"", ""trimet""]",2025-05-24T07:59:31,13,553,en,
4216,https://cascadetribune.com/transportation/2025/05/pedestrian-deaths-on-sandy-boulevard-up-as-growing-council-s-4216,Pedestrian deaths on Sandy Boulevard up as growing council split,transportation,"[""bridge_replacement"", ""max_light_rail"", ""vision_zero""]",2025-05-24T10:37:43,13,968,en,
4217,https://cascadetribune.com/climate/2025/05/climate-scientists-revise-fire-season-risk-after-a-public-re-4217,Climate scientists revise fire-season risk after a public records release,climate,"[""atmospheric_river"", ""decarbonization"", ""heat_dome""]",2025-05-24T12:42:09,1,1180,en,
4218,https://cascadetribune.com/climate/2025/05/wildfire-season-stretches-deeper-into-october-earlier-than-e-4218,Wildfire season stretches deeper into October earlier than expected,climate,"[""climate_resilience"", ""decarbonization"", ""fire_season"", ""salmon""]",2025-05-24T12:51:05,16,1040,en,
4219,https://cascadetribune.com/culture/2025/05/pdx-jazz-festival-brings-an-all-oregon-main-stage-to-outer-s-4219,PDX Jazz Festival brings an all-Oregon main stage to outer Southwest,culture,"[""lit_scene"", ""performing_arts""]",2025-05-25T07:20:17,14,983,en,
4220,https://cascadetribune.com/business/2025/05/inside-the-credit-union-reshaping-the-central-city-4220,Inside the credit union reshaping the central city,business,"[""layoffs"", ""small_business""]",2025-05-25T19:10:44,11,718,en,
4221,https://cascadetribune.com/city_hall/2025/05/audit-finds-millions-in-unspent-funds-in-bureau-of-developme-4221,Audit finds millions in unspent funds in Bureau of Development Services,city_hall,"[""city_audit"", ""oregon_legislature"", ""public_safety"", ""washington_county""]",2025-05-25T11:21:25,22,701,en,
4222,https://cascadetribune.com/opinion/2025/05/ranked-choice-voting-a-reckoning-4222,Ranked-choice voting: a reckoning,opinion,"[""ranked_choice_voting"", ""rent_stabilization""]",2025-05-25T16:48:14,2,1118,en,
4223,https://cascadetribune.com/opinion/2025/05/ranked-choice-voting-a-reckoning-4223,Ranked-choice voting: a reckoning,opinion,"[""decarbonization"", ""homelessness"", ""rent_stabilization""]",2025-05-26T13:00:48,8,1034,en,
4224,https://cascadetribune.com/transportation/2025/05/freezes-could-force-a-new-round-of-route-changes-in-inner-so-4224,Freezes could force a new round of route changes in Inner Southeast,transportation,"[""downtown"", ""ev_charging"", ""trimet"", ""vision_zero""]",2025-05-26T18:53:38,5,560,en,
4225,https://cascadetribune.com/city_hall/2025/05/council-president-clashes-with-the-state-over-the-police-acc-4225,Council President clashes with the state over the police accountability ordinance,city_hall,"[""ethics_commission"", ""ranked_choice_voting""]",2025-05-26T10:13:40,2,767,en,
4226,https://cascadetribune.com/business/2025/05/why-semiconductors-is-raising-wages-faster-than-the-metro-av-4226,Why semiconductors is raising wages faster than the metro average in Portland,business,"[""layoffs"", ""port_of_portland""]",2025-05-26T11:04:34,2,874,en,
4227,https://cascadetribune.com/climate/2025/05/atmospheric-river-dumps-more-rain-in-36-hours-than-september-4227,Atmospheric river dumps more rain in 36 hours than September averages on Portland metro,climate,"[""columbia_river"", ""heat_dome"", ""oregon_legislature""]",2025-05-26T17:42:21,15,991,en,
4228,https://cascadetribune.com/housing/2025/05/why-east-portland-is-seeing-a-wave-of-new-adus-4228,Why East Portland is seeing a wave of new ADUs,housing,"[""joint_office"", ""multnomah_county""]",2025-05-26T12:27:42,10,1316,en,
4229,https://cascadetribune.com/transportation/2025/05/vision-zero-report-flags-high-injury-network-unchanged-after-4229,Vision Zero report flags high-injury network unchanged after five years,transportation,"[""bridge_replacement"", ""parking_reform""]",2025-05-26T20:22:31,5,796,en,
4230,https://cascadetribune.com/climate/2025/05/atmospheric-river-dumps-more-rain-in-36-hours-than-september-4230,Atmospheric river dumps more rain in 36 hours than September averages on Portland metro,climate,"[""decarbonization"", ""oregon_legislature"", ""wildfires""]",2025-05-26T08:53:57,9,1450,en,
4231,https://cascadetribune.com/food_drink/2025/05/castagna-closes-in-mississippi-after-rising-service-costs-4231,Castagna closes in Mississippi after rising service costs,food_drink,"[""craft_beer"", ""openings_closings"", ""wine_country""]",2025-05-26T13:59:53,19,671,en,
4232,https://cascadetribune.com/city_hall/2025/05/audit-finds-inconsistent-contract-enforcement-in-bureau-of-p-4232,Audit finds inconsistent contract enforcement in Bureau of Planning,city_hall,"[""ballot_measures"", ""police_oversight"", ""public_records""]",2025-05-26T09:27:02,7,712,en,
4233,https://cascadetribune.com/business/2025/05/tektronix-expands-into-beaverton-4233,Tektronix expands into Beaverton,business,"[""downtown"", ""openings_closings"", ""small_business""]",2025-05-26T10:08:34,5,815,en,
4234,https://cascadetribune.com/business/2025/05/why-outdoor-apparel-is-consolidating-in-portland-4234,Why outdoor apparel is consolidating in Portland,business,"[""downtown"", ""port_of_portland"", ""small_business""]",2025-05-26T07:41:55,11,794,en,
4235,https://cascadetribune.com/housing/2025/05/portland-s-supportive-housing-waitlist-hits-the-highest-leve-4235,Portland's supportive housing waitlist hits the highest level on record,housing,"[""supportive_housing"", ""tenant_protections"", ""zoning""]",2025-05-26T18:43:13,12,1138,en,
4236,https://cascadetribune.com/opinion/2025/05/column-we-keep-mistaking-visibility-for-success-in-homeless--4236,Column: we keep mistaking visibility for success in homeless services,opinion,"[""measure_110"", ""police_oversight""]",2025-05-27T10:55:15,15,801,en,
4237,https://cascadetribune.com/transportation/2025/05/the-70s-greenway-clears-design-review-4237,The 70s Greenway clears design review,transportation,"[""bike_infrastructure"", ""freight"", ""trimet""]",2025-05-27T06:03:15,13,656,en,
4238,https://cascadetribune.com/culture/2025/05/inside-st-johns-s-queer-punk-scene-4238,Inside St Johns's queer punk scene,culture,"[""indie_music"", ""k12_arts"", ""museums""]",2025-05-27T07:20:03,15,680,en,
4239,https://cascadetribune.com/business/2025/05/adidas-north-america-cuts-60-jobs-as-court-ruling-4239,Adidas North America cuts 60 jobs as court ruling,business,"[""downtown"", ""homelessness"", ""openings_closings"", ""public_safety""]",2025-05-27T18:24:06,20,607,en,
4240,https://cascadetribune.com/opinion/2025/05/why-portland-s-bike-network-needs-to-stop-pretending-the-eas-4240,Why Portland's bike network needs to stop pretending the eastside doesn't exist,opinion,"[""measure_110"", ""public_safety"", ""ranked_choice_voting"", ""trimet""]",2025-05-27T09:08:05,8,1237,en,
4241,https://cascadetribune.com/transportation/2025/05/why-st-johns-riders-wait-longer-for-fx-buses-than-promised-4241,Why St Johns riders wait longer for FX buses than promised,transportation,"[""bike_infrastructure"", ""parking_reform"", ""vision_zero""]",2025-05-27T15:51:34,13,859,en,
4242,https://cascadetribune.com/housing/2025/05/eviction-filings-fall-in-east-portland-as-rising-service-cos-4242,Eviction filings fall in East Portland as rising service costs,housing,"[""joint_office"", ""rent_stabilization"", ""supportive_housing""]",2025-05-27T19:33:27,18,1324,en,
4243,https://cascadetribune.com/housing/2025/05/joint-office-of-homeless-services-reports-first-quarter-unde-4243,Joint Office of Homeless Services reports first quarter under new leadership,housing,"[""encampments"", ""evictions"", ""multnomah_county"", ""zoning""]",2025-05-27T13:07:35,12,830,en,
4244,https://cascadetribune.com/culture/2025/05/inside-east-portland-s-queer-punk-scene-4244,Inside East Portland's queer punk scene,culture,"[""indie_music"", ""lit_scene""]",2025-05-27T17:12:33,6,508,en,
4245,https://cascadetribune.com/opinion/2025/05/column-the-camping-ordinance-is-doing-the-opposite-of-what-i-4245,Column: the camping ordinance is doing the opposite of what its supporters claim,opinion,"[""public_safety"", ""rent_stabilization""]",2025-05-27T19:23:28,15,783,en,
4246,https://cascadetribune.com/city_hall/2025/05/portland-bureau-of-transportation-budget-would-shift-transit-4246,Portland Bureau of Transportation budget would shift transit subsidies,city_hall,"[""clackamas_county"", ""oregon_legislature"", ""public_safety""]",2025-05-27T17:24:04,20,1130,en,
4247,https://cascadetribune.com/climate/2025/05/salmon-counts-on-the-columbia-tell-a-mixed-recovery-story-4247,Salmon counts on the Columbia tell a mixed recovery story,climate,"[""heat_dome"", ""oregon_climate_action_plan"", ""wildfires""]",2025-05-27T06:37:11,16,842,en,
4248,https://cascadetribune.com/opinion/2025/05/column-we-keep-mistaking-visibility-for-success-in-homeless--4248,Column: we keep mistaking visibility for success in homeless services,opinion,"[""city_council"", ""measure_110"", ""ranked_choice_voting""]",2025-05-27T12:03:53,15,1148,en,
4249,https://cascadetribune.com/climate/2025/05/heat-wave-approaches-four-records-as-forecast-tightens-4249,Heat wave approaches four records as forecast tightens,climate,"[""climate_resilience"", ""decarbonization"", ""oregon_climate_action_plan""]",2025-05-27T19:27:08,3,1001,en,
4250,https://cascadetribune.com/food_drink/2025/05/winter-farmers-market-guide-where-chefs-are-eating-4250,Winter farmers' market guide: where chefs are eating,food_drink,"[""craft_beer"", ""openings_closings""]",2025-05-28T15:02:22,19,846,en,
4251,https://cascadetribune.com/climate/2025/05/why-the-hood-river-valley-is-drying-earlier-in-summer-4251,Why the Hood River Valley is drying earlier in summer,climate,"[""atmospheric_river"", ""columbia_river"", ""heat_dome""]",2025-05-28T09:01:01,3,1159,en,
4252,https://cascadetribune.com/city_hall/2025/05/city-council-approves-the-short-term-rental-fee-hike-4252,City Council approves the short-term rental fee hike,city_hall,"[""clackamas_county"", ""ethics_commission""]",2025-05-28T16:30:12,21,921,en,
4253,https://cascadetribune.com/climate/2025/05/salmon-counts-on-the-sandy-tell-a-mixed-recovery-story-4253,Salmon counts on the Sandy tell a mixed recovery story,climate,"[""columbia_river"", ""fire_season""]",2025-05-28T09:21:46,3,1265,en,
4254,https://cascadetribune.com/city_hall/2025/05/audit-finds-no-oversight-of-vendor-billings-in-bureau-of-pla-4254,Audit finds no oversight of vendor billings in Bureau of Planning,city_hall,"[""mayors_office"", ""public_records"", ""public_safety""]",2025-05-28T09:24:27,2,1432,en,
4255,https://cascadetribune.com/transportation/2025/05/why-the-pearl-riders-say-weekend-cuts-gut-access-to-jobs-4255,Why the Pearl riders say weekend cuts gut access to jobs,transportation,"[""bridge_replacement"", ""downtown"", ""trimet"", ""vision_zero""]",2025-05-28T15:05:29,5,681,en,
4256,https://cascadetribune.com/housing/2025/05/eviction-filings-level-off-in-north-portland-as-fall-budget--4256,Eviction filings level off in North Portland as fall budget hearings,housing,"[""encampments"", ""joint_office"", ""tenant_protections""]",2025-05-28T08:08:09,21,1098,en,
4257,https://cascadetribune.com/housing/2025/05/joint-office-of-homeless-services-shifts-14-million-to-outre-4257,Joint Office of Homeless Services shifts $14 million to outreach contracts,housing,"[""city_council"", ""evictions"", ""housing_authority""]",2025-05-28T18:18:47,18,1214,en,
4258,https://cascadetribune.com/city_hall/2025/05/city-attorney-s-office-fast-tracks-the-short-term-rental-fee-4258,City Attorney's office fast-tracks the short-term rental fee hike amid an audit,city_hall,"[""city_audit"", ""ppb_reform"", ""washington_county""]",2025-05-28T10:26:55,7,719,en,
4259,https://cascadetribune.com/city_hall/2025/05/commissioner-gonzalez-signs-off-on-the-lobbying-disclosure-r-4259,Commissioner Gonzalez signs off on the lobbying disclosure rule amid court ruling,city_hall,"[""multnomah_county"", ""ppb_reform"", ""public_safety""]",2025-05-29T12:50:20,13,702,en,
4260,https://cascadetribune.com/culture/2025/05/inside-lents-s-indie-literary-scene-4260,Inside Lents's indie literary scene,culture,"[""k12_arts"", ""museums"", ""performing_arts""]",2025-05-29T09:14:01,6,832,en,
4261,https://cascadetribune.com/business/2025/05/inside-the-worker-owned-bakery-reshaping-the-pearl-4261,Inside the worker-owned bakery reshaping the Pearl,business,"[""layoffs"", ""public_safety""]",2025-05-29T16:20:48,11,673,en,
4262,https://cascadetribune.com/climate/2025/05/salmon-counts-on-the-deschutes-tell-the-worst-run-since-2018-4262,Salmon counts on the Deschutes tell the worst run since 2018,climate,"[""atmospheric_river"", ""fire_season"", ""gas_phaseout"", ""oregon_climate_action_plan""]",2025-05-29T09:09:01,16,725,en,
4263,https://cascadetribune.com/transportation/2025/05/why-hawthorne-riders-lost-two-stops-in-last-month-s-restruct-4263,Why Hawthorne riders lost two stops in last month's restructure,transportation,"[""bridge_replacement"", ""city_council"", ""max_light_rail"", ""parking_reform""]",2025-05-29T10:21:13,13,845,en,
4264,https://cascadetribune.com/city_hall/2025/05/commissioner-rubio-questions-the-short-term-rental-fee-hike--4264,Commissioner Rubio questions the short-term rental fee hike amid ballot pressure,city_hall,"[""charter_reform"", ""clackamas_county"", ""oregon_legislature"", ""ppb_reform""]",2025-05-29T09:14:13,10,1567,en,
4265,https://cascadetribune.com/transportation/2025/05/vision-zero-report-flags-the-deadliest-year-for-pedestrians--4265,Vision Zero report flags the deadliest year for pedestrians since 2017,transportation,"[""max_light_rail"", ""parking_reform""]",2025-05-29T15:02:21,13,723,en,
4266,https://cascadetribune.com/city_hall/2025/05/records-show-the-bureau-missed-reporting-deadlines-twice-at--4266,Records show the bureau missed reporting deadlines twice at Multnomah County Health Department,city_hall,"[""clackamas_county"", ""oregon_legislature"", ""police_oversight""]",2025-05-29T18:37:30,22,1279,en,
4267,https://cascadetribune.com/city_hall/2025/05/portland-s-the-lobbying-disclosure-rule-faces-puc-pushback-4267,Portland's the lobbying disclosure rule faces PUC pushback,city_hall,"[""ballot_measures"", ""charter_reform"", ""ranked_choice_voting""]",2025-05-29T15:32:47,10,1559,en,
4268,https://cascadetribune.com/opinion/2025/05/a-climate-plan-with-teeth-and-the-politics-making-it-harder-4268,A climate plan with teeth — and the politics making it harder,opinion,"[""city_council"", ""police_oversight"", ""rent_stabilization""]",2025-05-29T19:04:29,15,1234,en,
4269,https://cascadetribune.com/housing/2025/05/the-relocation-assistance-ordinance-clears-another-hurdle-at-4269,The relocation assistance ordinance clears another hurdle at the state legislature,housing,"[""encampments"", ""rent_stabilization"", ""supportive_housing"", ""tenant_protections""]",2025-05-29T19:13:18,7,1334,en,
4270,https://cascadetribune.com/food_drink/2025/05/inner-eastside-lunch-guide-what-s-worth-the-wait-4270,Inner Eastside lunch guide: what's worth the wait,food_drink,"[""craft_beer"", ""openings_closings"", ""wine_country""]",2025-05-30T15:09:45,19,879,en,
4271,https://cascadetribune.com/city_hall/2025/05/audit-finds-missing-payroll-records-in-bureau-of-environment-4271,Audit finds missing payroll records in Bureau of Environmental Services,city_hall,"[""charter_reform"", ""multnomah_county""]",2025-05-30T16:24:22,2,1384,en,
4272,https://cascadetribune.com/city_hall/2025/05/city-council-fast-tracks-the-police-accountability-ordinance-4272,City Council fast-tracks the police accountability ordinance,city_hall,"[""city_audit"", ""multnomah_county"", ""police_oversight"", ""public_records""]",2025-05-30T17:03:18,10,1010,en,
4273,https://cascadetribune.com/city_hall/2025/05/multnomah-county-tightens-rules-on-homelessness-contracting--4273,Multnomah County tightens rules on homelessness contracting after a damning state report,city_hall,"[""ballot_measures"", ""ppb_reform"", ""washington_county""]",2025-05-30T06:28:40,7,1187,en,
4274,https://cascadetribune.com/culture/2025/05/wordstock-brings-an-all-oregon-main-stage-to-the-central-cit-4274,Wordstock brings an all-Oregon main stage to the central city,culture,"[""indie_music"", ""k12_arts"", ""lit_scene""]",2025-05-30T13:31:05,19,805,en,
4275,https://cascadetribune.com/opinion/2025/05/portland-needs-a-climate-plan-with-teeth-4275,Portland needs a climate plan with teeth,opinion,"[""homelessness"", ""ranked_choice_voting"", ""trimet""]",2025-05-30T07:35:58,8,893,en,
4276,https://cascadetribune.com/city_hall/2025/05/portland-bureau-of-transportation-budget-would-cut-transit-s-4276,Portland Bureau of Transportation budget would cut transit subsidies,city_hall,"[""city_council"", ""ethics_commission"", ""mayors_office"", ""public_records""]",2025-05-30T15:21:10,10,749,en,
4277,https://cascadetribune.com/city_hall/2025/05/commissioner-rubio-clashes-with-the-firefighters-union-over--4277,Commissioner Rubio clashes with the firefighters' union over the homelessness response budget,city_hall,"[""mayors_office"", ""public_records""]",2025-05-30T17:31:51,10,1112,en,
4278,https://cascadetribune.com/opinion/2025/05/why-ranked-choice-voting-needs-a-real-public-education-inves-4278,Why ranked-choice voting needs a real public-education investment,opinion,"[""homelessness"", ""measure_110"", ""public_safety"", ""ranked_choice_voting""]",2025-05-30T16:11:20,15,985,en,
4279,https://cascadetribune.com/climate/2025/05/climate-scientists-revise-fire-season-risk-after-growing-cou-4279,Climate scientists revise fire-season risk after growing council split,climate,"[""gas_phaseout"", ""oregon_climate_action_plan"", ""wildfires""]",2025-05-30T14:14:41,5,839,en,
4280,https://cascadetribune.com/transportation/2025/05/why-st-johns-riders-are-paying-the-most-under-the-new-fare-s-4280,Why St Johns riders are paying the most under the new fare structure,transportation,"[""bike_infrastructure"", ""downtown"", ""ev_charging"", ""trimet""]",2025-05-30T15:04:59,5,705,en,
4281,https://cascadetribune.com/culture/2025/05/the-portland-japanese-garden-announces-a-new-artistic-direct-4281,The Portland Japanese Garden announces a new artistic director,culture,"[""indie_music"", ""k12_arts"", ""lit_scene"", ""museums""]",2025-05-30T18:43:40,14,646,en,
4282,https://cascadetribune.com/city_hall/2025/05/council-president-fast-tracks-the-homelessness-response-budg-4282,Council President fast-tracks the homelessness response budget amid fall budget hearings,city_hall,"[""ballot_measures"", ""charter_reform"", ""ethics_commission""]",2025-05-30T09:34:02,10,805,en,
4283,https://cascadetribune.com/opinion/2025/05/school-closures-a-reckoning-4283,School closures: a reckoning,opinion,"[""police_oversight"", ""trimet""]",2025-05-31T20:15:21,1,764,en,
4284,https://cascadetribune.com/climate/2025/05/heat-wave-approaches-four-records-as-forecast-tightens-4284,Heat wave approaches four records as forecast tightens,climate,"[""atmospheric_river"", ""decarbonization"", ""wildfires""]",2025-05-31T12:55:24,3,778,en,
4285,https://cascadetribune.com/transportation/2025/05/sellwood-bridge-replacement-moves-to-environmental-review-4285,Sellwood Bridge replacement moves to environmental review,transportation,"[""ev_charging"", ""freight""]",2025-05-31T09:42:03,13,1055,en,
4286,https://cascadetribune.com/climate/2025/05/climate-scientists-revise-salmon-return-projections-after-co-4286,Climate scientists revise salmon return projections after court ruling,climate,"[""gas_phaseout"", ""heat_dome"", ""oregon_legislature""]",2025-05-31T12:11:09,1,1049,en,
4287,https://cascadetribune.com/climate/2025/05/wildfire-season-follows-the-third-driest-spring-on-record-ea-4287,Wildfire season follows the third-driest spring on record earlier than expected,climate,"[""columbia_river"", ""heat_dome"", ""oregon_legislature"", ""salmon""]",2025-05-31T09:26:18,5,930,en,
